query,recipe_id,publisher,source_url,image_url,social_rank,publisher_url,title,sum_cal,sum_fat,sum_carb,sum_protein
curry,cf056a,Epicurious,http://www.epicurious.com/recipes/food/views/African-Curried-Coconut-Soup-with-Chickpeas-352349,http://forkify-api.herokuapp.com/images/epicuriousfacebook511b.png,99.9987097893499,http://www.epicurious.com,African Curried Coconut Soup with Chickpeas,1903.8541120799998,116.185311625,184.29836795899996,59.2796026232
curry,48805,Bon Appetit,http://www.bonappetit.com/recipes/quick-recipes/2013/01/thai-chicken-curry,http://forkify-api.herokuapp.com/images/thaichickencurry646dd16.jpg,99.99779474036012,http://www.bonappetit.com,Thai Chicken Curry,1732.539748675,65.061980925,169.25213065000003,24.0485958975
curry,ac25f2,Cookie and Kate,http://cookieandkate.com/2012/sweet-potato-kale-and-chickpea-soup/,http://forkify-api.herokuapp.com/images/sweetpotatokalefarrosoupe73c.jpg,99.99995103233675,http://cookieandkate.com,All Recipes,496.16800000000006,11.0056,85.682,16.5728
curry,bedf9d,BBC Good Food,http://www.bbcgoodfood.com/recipes/1788/thai-chicken-curry,http://forkify-api.herokuapp.com/images/1788_MEDIUMe870.jpg,99.99623969684568,http://www.bbcgoodfood.com,Thai chicken curry,1999.6471999999999,101.612,276.58799999999997,19.1252
beef,35107,Closet Cooking,http://www.closetcooking.com/2012/01/bacon-double-cheese-burger-dip.html,http://forkify-api.herokuapp.com/images/Bacon2BDouble2BCheese2BBurger2BDip2B5002B3557cdaa745d.jpg,100.0,http://closetcooking.com,Bacon Double Cheese Burger Dip,1358.521453785,116.75022599100001,25.619895082000003,47.20393999879998
beef,47078,The Pioneer Woman,http://thepioneerwoman.com/cooking/2010/11/french-onion-soup-stuffed-mushrooms/,http://forkify-api.herokuapp.com/images/5200405868_e86da8e6e8_oceea.jpg,100.0,http://thepioneerwoman.com,French Onion Soup Stuffed Mushrooms,633.303,12.744000000000002,119.69659999999999,7.6968
beef,8f3e73,The Pioneer Woman,http://thepioneerwoman.com/cooking/2007/06/the_best_lasagn/,http://forkify-api.herokuapp.com/images/387114468_aafd1be3404a2f.jpg,100.0,http://thepioneerwoman.com,The Best Lasagna Ever,5120.416781697,356.10391784585,151.59167833139998,313.95754950985
beef,36259,Simply Recipes,http://www.simplyrecipes.com/recipes/easy_shepherds_pie/,http://forkify-api.herokuapp.com/images/shepherdspie300x2003d240a98.jpg,100.0,http://simplyrecipes.com,Easy Shepherd&#8217;s Pie,2568.3425748500003,132.299871805,133.43245435000003,194.36959540000007
beef,46908,The Pioneer Woman,http://thepioneerwoman.com/cooking/2012/08/patty-melts/,http://forkify-api.herokuapp.com/images/pattymelt7fb3.jpg,100.0,http://thepioneerwoman.com,Patty Melts,2297.86026077,153.02174914999998,143.364,79.63611653999999
beef,46993,The Pioneer Woman,http://thepioneerwoman.com/cooking/2011/09/2008_the_year_of_the_pot_roast/,http://forkify-api.herokuapp.com/images/potroast4564.jpg,99.99999999999999,http://thepioneerwoman.com,Pot Roast,404.59200000000004,17.058999999999997,46.965999999999994,18.14
